"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Aug 21 10:30:17 GMT 2021","Sat Aug 21 10:30:31 GMT 2021","13495","","signinandout.SignOutTest","","signinandout.SignOutTest","testSuccessfulSignOut","testSuccessfulSignOut()","Sikeres kijelentkezés az alkalmazásból"
"broken","Sat Aug 21 10:28:26 GMT 2021","Sat Aug 21 10:28:39 GMT 2021","13356","","lists.ListTests","","lists.ListTests","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes()","Annak ellenőrzése, hogy a webalkalmazás meggátolja azonos nevek szerepeltetését a listában"
"failed","Sat Aug 21 10:30:03 GMT 2021","Sat Aug 21 10:30:17 GMT 2021","13490","","signinandout.SignInTests","","signinandout.SignInTests","testSuccessfulLogIn","testSuccessfulLogIn()","Sikeres bejelentkezéss érvényes adatokkal"
"passed","Sat Aug 21 10:29:15 GMT 2021","Sat Aug 21 10:29:21 GMT 2021","6300","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 2 of 3","Több oldalas találati lista első 50 címének fájlba mentése"
"skipped","Sat Aug 21 10:30:31 GMT 2021","Sat Aug 21 10:30:31 GMT 2021","0","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testSuccessfulRegistration","testSuccessfulRegistration()","Regisztráció érvényes adatokkal"
"passed","Sat Aug 21 10:29:21 GMT 2021","Sat Aug 21 10:29:26 GMT 2021","4448","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 3 of 3","Több oldalas találati lista első 50 címének fájlba mentése"
"passed","Sat Aug 21 10:29:09 GMT 2021","Sat Aug 21 10:29:15 GMT 2021","6553","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 1 of 3","Több oldalas találati lista első 50 címének fájlba mentése"
"passed","Sat Aug 21 10:28:24 GMT 2021","Sat Aug 21 10:28:31 GMT 2021","6953","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[4] Communicate with you","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"broken","Sat Aug 21 10:29:40 GMT 2021","Sat Aug 21 10:29:51 GMT 2021","11745","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testModifyDescription","testModifyDescription()","Annak ellenőrzése, hogy a felhasználó képes adatokat módosítani és azt elmenteni a profiljába"
"passed","Sat Aug 21 10:28:40 GMT 2021","Sat Aug 21 10:29:08 GMT 2021","28592","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testCrawlingThroughSearchResultList","testCrawlingThroughSearchResultList()","Összetett keresés eredményeként kapott találati lista bejárása"
