"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 21 15:30:00 GMT 2021","Sat Aug 21 15:30:03 GMT 2021","3205","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[6] Fraud Prevention","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"broken","Sat Aug 21 15:29:29 GMT 2021","Sat Aug 21 15:29:42 GMT 2021","13462","","lists.ListTests","","lists.ListTests","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes()","Annak ellenőrzése, hogy a webalkalmazás meggátolja azonos nevek szerepeltetését a listában"
"passed","Sat Aug 21 15:29:43 GMT 2021","Sat Aug 21 15:29:46 GMT 2021","3569","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[1] Provide, troubleshoot, and improve IMDb Services","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"failed","Sat Aug 21 15:31:18 GMT 2021","Sat Aug 21 15:31:35 GMT 2021","16950","","signinandout.SignInTests","","signinandout.SignInTests","testSuccessfulLogIn","testSuccessfulLogIn()","Bejelentkezés érvényes adatokkal"
"passed","Sat Aug 21 15:29:53 GMT 2021","Sat Aug 21 15:29:57 GMT 2021","3661","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[4] Communicate with you","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"skipped","Sat Aug 21 15:31:49 GMT 2021","Sat Aug 21 15:31:49 GMT 2021","0","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testSuccessfulRegistration","testSuccessfulRegistration()","Regisztráció érvényes adatokkal"
"passed","Sat Aug 21 15:30:03 GMT 2021","Sat Aug 21 15:30:23 GMT 2021","20169","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testCrawlingThroughSearchResultList","testCrawlingThroughSearchResultList()","Összetett keresés eredményeként kapott több oldalas találati lista bejárása"
"broken","Sat Aug 21 15:30:39 GMT 2021","Sat Aug 21 15:30:54 GMT 2021","14925","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testWriteDescription","testWriteDescription()","Annak ellenőrzése, hogy a felhasználó képes adatokat megadni és azt elmenteni a profiljába"
"passed","Sat Aug 21 15:29:46 GMT 2021","Sat Aug 21 15:29:50 GMT 2021","3644","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[2] Recommendations and personalization","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"passed","Sat Aug 21 15:30:34 GMT 2021","Sat Aug 21 15:30:39 GMT 2021","4991","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 3 of 3","Találati lista első 50 címének  megjelenítése és fájlba mentése"
